--- frame ---
12: -47.535801, -255.274750, 2782.025879
14: -62.205940, -653.851929, 2846.304199

--- frame ---
0: -110.377960, 828.000671, 2736.879395
1: -124.444817, 558.183228, 2745.564453
2: -273.005463, 562.417114, 2740.334473
4: -357.882477, 323.515442, 2803.491211
6: -329.492432, 74.606735, 2652.308105
3: 24.115839, 553.949402, 2750.794434
5: 72.240753, 311.090057, 2848.752197
7: 100.928932, 47.405396, 2835.437500
8: -130.347275, 367.885468, 2759.174805
9: -227.354263, 180.184097, 2769.577881
10: -45.145210, 174.991287, 2775.992432
11: -250.467209, -248.767776, 2749.815918
13: -261.809814, -655.858948, 2858.232910
12: -47.666355, -255.493210, 2782.337891
14: -62.463200, -657.117981, 2849.534668

--- frame ---
0: -107.797417, 828.922913, 2736.107666
1: -124.269997, 558.380249, 2745.018555
2: -271.436340, 562.334473, 2739.644775
4: -355.588074, 324.981567, 2804.813232
6: -336.037323, 55.906647, 2666.341797
3: 22.896328, 554.426025, 2750.392334
5: 77.412376, 313.573181, 2840.982422
7: 87.786133, 52.346802, 2809.874268
8: -129.907944, 367.732910, 2759.135010
9: -225.905746, 179.513458, 2769.951904
10: -45.186039, 174.657684, 2776.551025
11: -249.527679, -246.555420, 2747.657471
13: -262.456909, -656.040344, 2860.508545
12: -48.222103, -255.343048, 2782.669189
14: -62.375916, -658.926392, 2851.249756

--- frame ---
0: -107.082619, 828.173767, 2735.904297
1: -123.700073, 557.011597, 2744.750244
2: -269.915649, 560.724121, 2739.018555
4: -355.004547, 325.267944, 2804.295166
6: -338.502258, 60.383209, 2668.546875
3: 22.515503, 553.299011, 2750.481934
5: 77.853752, 299.881470, 2839.719482
7: 83.786797, 49.572800, 2805.527588
8: -129.069595, 366.754242, 2758.493408
9: -224.663635, 178.787811, 2768.699707
10: -44.214600, 174.206024, 2775.773438
11: -249.743225, -250.059143, 2751.221680
13: -264.677856, -660.267639, 2850.331787
12: -48.647480, -255.022949, 2782.676025
14: -61.704315, -659.520447, 2851.914795

--- frame ---
0: -107.047546, 827.914490, 2734.824951
1: -123.701965, 560.801025, 2746.829834
2: -269.619446, 564.095703, 2739.262451
4: -353.845673, 328.386841, 2805.662354
6: -345.961975, 64.127319, 2681.394287
3: 22.215519, 557.506348, 2754.397217
5: 76.953995, 302.230469, 2832.208008
7: 84.111794, 53.922897, 2805.721680
8: -128.672119, 368.781830, 2759.065918
9: -223.527100, 178.792145, 2766.640625
10: -43.757458, 174.733124, 2775.963379
11: -248.354599, -248.311798, 2749.408691
13: -264.850861, -660.413940, 2851.061523
12: -49.195023, -254.711334, 2784.261719
14: -61.947346, -660.068298, 2852.640137

--- frame ---
0: -107.070869, 827.077637, 2733.447510
1: -124.760216, 559.755249, 2745.481445
2: -271.659363, 562.616211, 2738.675293
4: -353.041687, 327.263184, 2805.526855
6: -348.359222, 57.779968, 2685.504883
3: 22.138937, 556.894226, 2752.287598
5: 76.724556, 300.532745, 2830.238770
7: 73.537323, 45.048950, 2782.502686
8: -129.045624, 368.412476, 2757.543213
9: -223.363342, 178.823166, 2765.433594
10: -43.298721, 175.316269, 2773.776367
11: -248.611694, -248.803177, 2750.456299
13: -265.611298, -661.402100, 2853.342041
12: -49.741669, -253.335800, 2783.196533
14: -62.638893, -659.261169, 2849.873535

--- frame ---
0: -107.759514, 827.006714, 2732.675049
1: -126.945877, 559.624512, 2745.009521
2: -275.487701, 562.273804, 2739.552734
4: -354.662109, 326.404663, 2807.175049
6: -363.988495, 53.411163, 2720.083984
3: 21.595928, 556.975281, 2750.466309
5: 76.376541, 298.571838, 2826.762207
7: 69.600548, 45.622940, 2798.473145
8: -130.714890, 369.448029, 2755.276855
9: -223.491089, 180.858978, 2762.274414
10: -45.476711, 177.684052, 2768.813965
11: -249.727173, -250.347260, 2753.626465
13: -265.391785, -661.114685, 2852.802246
12: -49.943554, -253.047241, 2784.069580
14: -63.581364, -659.727478, 2851.155273

--- frame ---
0: -107.991714, 826.220581, 2731.807129
1: -127.624725, 560.576416, 2744.001953
2: -276.062134, 561.786987, 2740.687256
4: -354.678131, 325.533234, 2808.646729
6: -367.686218, 51.255981, 2716.010010
3: 20.812702, 559.365784, 2747.316650
5: 77.187988, 297.737091, 2824.683350
7: 67.392052, 57.377228, 2784.362061
8: -129.307693, 374.371918, 2751.362305
9: -221.532242, 188.905884, 2756.700928
10: -40.449085, 187.429016, 2760.744385
11: -251.172668, -245.379059, 2754.210693
13: -265.908386, -655.687866, 2851.815430
12: -51.035248, -253.971985, 2783.857422
14: -64.139389, -665.407776, 2853.398926

--- frame ---
0: -108.408096, 825.958496, 2731.619385
1: -129.443359, 562.503113, 2743.088623
2: -277.679291, 563.484497, 2738.872070
4: -354.526398, 326.807892, 2805.658203
6: -368.377411, 52.914642, 2714.302979
3: 18.792580, 561.521729, 2747.305176
5: 75.812973, 299.172302, 2826.684570
7: 66.819252, 43.434433, 2757.912842
8: -130.819305, 376.192993, 2748.097656
9: -220.869675, 190.469925, 2750.584229
10: -43.520821, 189.295792, 2755.629150
11: -252.526749, -248.692825, 2758.189453
13: -266.334686, -661.500488, 2851.264893
12: -51.367279, -252.152573, 2782.648926
14: -64.306145, -662.783386, 2851.489990

--- frame ---
0: -108.704842, 826.288208, 2732.091309
1: -129.339417, 561.862366, 2741.590088
2: -276.741852, 563.212036, 2737.042480
4: -356.317780, 326.024200, 2803.948730
6: -380.753418, 60.064575, 2737.682373
3: 18.063017, 560.512634, 2746.137695
5: 69.137970, 306.793304, 2832.813477
7: 65.918808, 48.488068, 2776.043701
8: -131.286133, 374.169525, 2748.983887
9: -222.614441, 187.295120, 2753.620117
10: -43.851254, 185.658279, 2759.135254
11: -253.506195, -250.605270, 2760.073486
13: -266.117126, -663.370972, 2853.744385
12: -52.152256, -250.732437, 2781.533203
14: -64.668823, -661.439331, 2850.525146

--- frame ---
0: -110.550385, 826.872192, 2732.389648
1: -135.542770, 563.595520, 2736.580811
2: -284.195740, 563.469116, 2731.190674
4: -358.454346, 321.795105, 2800.552002
6: -383.789398, 59.995544, 2723.722412
3: 13.110195, 563.721985, 2741.970947
5: 66.601257, 310.223633, 2831.280518
7: 67.859421, 61.318497, 2772.017334
8: -135.730942, 374.267883, 2746.210938
9: -227.162720, 184.862625, 2752.532471
10: -44.675495, 185.017838, 2759.149658
11: -254.831573, -254.035568, 2763.554199
13: -265.475189, -665.941956, 2857.461182
12: -52.455086, -249.397598, 2777.913574
14: -64.499596, -660.034607, 2847.257568

--- frame ---
0: -112.346443, 827.514893, 2731.697266
1: -137.420670, 563.119629, 2734.348145
2: -284.034393, 565.125671, 2729.113525
4: -362.029541, 322.820068, 2797.987793
6: -383.677979, 66.186188, 2718.523438
3: 9.193031, 561.113647, 2739.582764
5: 67.254272, 305.846497, 2831.342773
7: 65.207291, 42.849670, 2768.343750
8: -140.460632, 370.025085, 2745.495361
9: -241.603104, 178.272781, 2753.140137
10: -45.398079, 175.588272, 2760.145020
11: -259.971191, -250.613754, 2767.554199
13: -264.347412, -658.991516, 2856.661133
12: -52.775681, -258.403137, 2777.021240
14: -64.778854, -668.300659, 2846.707764

--- frame ---
0: -114.443115, 827.444458, 2729.632568
1: -141.632919, 563.904541, 2731.872314
2: -288.625488, 565.523804, 2727.759277
4: -368.112518, 321.883240, 2797.638428
6: -387.516235, 67.666626, 2717.140137
3: 5.359663, 562.285217, 2735.985352
5: 57.610611, 308.535706, 2827.342285
7: 58.544163, 40.785492, 2749.891602
8: -144.050644, 371.511200, 2742.532715
9: -245.473465, 180.208542, 2750.422852
10: -47.463272, 178.027206, 2755.963379
11: -265.577393, -248.845352, 2766.081055
13: -263.603027, -653.536072, 2856.988770
12: -52.049000, -261.924622, 2777.001953
14: -65.599243, -671.772217, 2847.317383

--- frame ---
0: -119.104500, 827.817322, 2728.100342
1: -143.117096, 564.549194, 2730.823730
2: -288.076202, 566.953857, 2727.233643
4: -370.932251, 343.529602, 2800.587402
6: -388.985413, 67.378723, 2710.848389
3: 1.842030, 562.144531, 2734.413818
5: 54.271263, 308.093170, 2819.171631
7: 57.334679, 42.521179, 2749.504883
8: -146.560852, 371.548859, 2740.601807
9: -250.008987, 180.207443, 2747.903076
10: -50.000233, 176.889572, 2752.856689
11: -265.174927, -244.229691, 2764.782715
13: -263.650879, -648.514404, 2856.853516
12: -52.025486, -266.260559, 2775.932129
14: -66.930855, -675.038086, 2846.425049

--- frame ---
0: -122.347595, 828.733887, 2727.608643
1: -145.594482, 565.130981, 2729.755615
2: -291.197266, 565.917603, 2726.435791
4: -368.079346, 334.266205, 2800.182129
6: -385.365662, 68.061462, 2706.544189
3: 0.008321, 564.344360, 2733.075439
5: 51.158218, 308.650391, 2815.718750
7: 49.046288, 32.056641, 2727.868408
8: -146.844711, 373.228485, 2739.118408
9: -245.476074, 181.852142, 2746.260986
10: -50.713810, 180.799896, 2750.701416
11: -267.315247, -249.318207, 2763.968750
13: -262.753082, -651.959656, 2855.728760
12: -52.284557, -262.772552, 2774.457031
14: -68.022911, -671.688232, 2845.730469

--- frame ---
0: -123.004326, 828.780762, 2728.243164
1: -145.322327, 563.710999, 2731.436035
2: -294.252991, 564.113464, 2726.564697
4: -375.414307, 329.047607, 2798.981934
6: -385.388702, 66.946136, 2707.433594
3: 3.608321, 563.308472, 2736.307373
5: 51.199566, 305.298248, 2815.954102
7: 50.540318, 41.990845, 2713.891357
8: -146.087326, 373.482635, 2739.105957
9: -243.324814, 183.515030, 2743.620361
10: -50.379837, 182.993546, 2749.931396
11: -265.231628, -248.738358, 2759.874756
13: -258.757812, -649.187317, 2850.640381
12: -52.943466, -259.791443, 2774.124268
14: -68.402916, -671.298706, 2846.650635

--- frame ---
0: -124.237900, 828.446899, 2727.914062
1: -145.953873, 562.111755, 2731.085449
2: -293.571198, 561.743896, 2727.249268
4: -380.688721, 334.062195, 2800.426025
6: -379.217072, 65.460846, 2699.573486
3: 1.663445, 562.479614, 2734.921631
5: 51.644802, 302.583221, 2813.285156
7: 50.900280, 52.022247, 2709.694580
8: -145.693161, 373.395447, 2739.149414
9: -240.288971, 184.442749, 2744.748291
10: -50.575928, 184.915527, 2749.678467
11: -264.449097, -249.175507, 2756.999023
13: -259.423004, -652.214722, 2849.055908
12: -53.894917, -256.639526, 2772.730957
14: -69.127319, -670.189270, 2846.100342

--- frame ---
0: -127.270889, 828.533875, 2726.901855
1: -149.976822, 559.908142, 2729.746338
2: -300.725433, 560.014282, 2723.733643
4: -380.460663, 330.894196, 2799.959229
6: -376.542206, 67.833160, 2690.949951
3: 0.771785, 559.802002, 2735.759033
5: 50.484528, 292.790710, 2811.080322
7: 44.197556, 51.755417, 2698.339355
8: -150.549362, 366.299408, 2740.683350
9: -239.740921, 172.753098, 2748.085693
10: -62.502880, 172.628281, 2755.155029
11: -264.517609, -260.967896, 2757.407471
13: -260.238342, -664.747803, 2851.066650
12: -54.986496, -244.508865, 2768.915039
14: -69.867470, -658.134888, 2841.094238

--- frame ---
0: -129.386124, 828.089233, 2726.223389
1: -153.064972, 557.077209, 2729.168945
2: -305.133423, 556.563049, 2723.086670
4: -384.355804, 327.180054, 2801.188965
6: -376.673645, 65.984589, 2683.975342
3: -0.996518, 557.591309, 2735.251221
5: 48.413136, 282.293610, 2804.655273
7: 41.284561, 54.110168, 2690.267334
8: -152.814941, 360.645996, 2739.522461
9: -240.936371, 163.916031, 2746.341309
10: -64.193451, 164.513565, 2753.410645
11: -266.095703, -269.663940, 2755.835693
13: -261.253204, -672.612244, 2851.012695
12: -56.604546, -238.018387, 2766.992432
14: -68.681953, -650.509094, 2834.408691

--- frame ---
0: -135.352921, 827.326843, 2723.629639
1: -155.271851, 556.244629, 2727.729980
2: -307.857635, 555.760010, 2722.373047
4: -384.804810, 326.797302, 2801.062744
6: -372.359222, 68.046906, 2678.246826
3: -2.686068, 556.729248, 2733.086914
5: 49.759354, 286.288086, 2801.709473
7: 46.156853, 58.534897, 2700.287354
8: -155.004303, 358.871277, 2737.965576
9: -244.876984, 161.211639, 2745.036621
10: -64.596535, 161.784210, 2751.365723
11: -268.311432, -271.667450, 2755.485596
13: -260.811829, -672.664062, 2851.095947
12: -58.836136, -240.636597, 2766.385498
14: -66.327866, -656.860840, 2821.408936

--- frame ---
0: -139.303680, 826.579712, 2721.860596
1: -162.834747, 558.256226, 2723.170898
2: -310.443604, 555.471069, 2721.459961
4: -389.044159, 329.628845, 2800.142822
6: -370.878571, 66.136719, 2657.515381
